ID,Name_x,status,cantidad de hablantes,ISO_codes_x,country,IDH,coordinates,Population,Name_y,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes_y,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
fre,French,0,76795640,fra,Central African Republic,0.36700000000000005,Point(20.9 6.7),4659080,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,208157220,fra,Central African Republic,0.36700000000000005,Point(20.9 6.7),4659080,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,76795640,fra,Togo,0.503,Point(1.183333 8.25),7797694,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,208157220,fra,Togo,0.503,Point(1.183333 8.25),7797694,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,76795640,fra,Benin,0.515,Point(2.183333333 8.833333333),11175692,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,208157220,fra,Benin,0.515,Point(2.183333333 8.833333333),11175692,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,76795640,fra,Burkina Faso,0.423,Point(-2.066667 12.266667),19193382,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,208157220,fra,Burkina Faso,0.423,Point(-2.066667 12.266667),19193382,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,76795640,fra,Burundi,0.41700000000000004,Point(29.816667 -3.666667),11530580,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,208157220,fra,Burundi,0.41700000000000004,Point(29.816667 -3.666667),11530580,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,76795640,fra,Comoros,0.503,Point(44.44553 -12.23333),823652,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,208157220,fra,Comoros,0.503,Point(44.44553 -12.23333),823652,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,76795640,fra,Republic of the Congo,0.606,Point(15.383330555 -0.75),5260750,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,208157220,fra,Republic of the Congo,0.606,Point(15.383330555 -0.75),5260750,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,76795640,fra,Democratic Republic of the Congo,0.457,Point(23.656 -2.88),86790567,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,208157220,fra,Democratic Republic of the Congo,0.457,Point(23.656 -2.88),86790567,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
fre,French,0,76795640,fra,Djibouti,0.47600000000000003,Point(42.433333 11.8),956985,French,Eurasia,48.0,2.0,fra,Indo-European,,Romance,cffcc00,fra,CH FR,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,1.0,,,4.0,2.0,1.0,7.0,3.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,,1.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0
