language,languageLabel,statusLabel,native,ISO,countryLabel,IDH,coordinates,Population
http://www.wikidata.org/entity/Q9252,kazajo,1 nacional,13161980,kaz,Ucrania,0.747,Point(32.0 49.0),42558328
http://www.wikidata.org/entity/Q8798,ucraniano,1 nacional,34710100,ukr,República Checa,0.878,Point(16.0 50.0),10701777
http://www.wikidata.org/entity/Q9056,checo,1 nacional,11500000,ces,República Checa,0.878,Point(16.0 50.0),10701777
http://www.wikidata.org/entity/Q8798,ucraniano,1 nacional,34710100,ukr,Eslovaquia,0.844,Point(20.0 49.0),5397036
http://www.wikidata.org/entity/Q9067,húngaro,1 nacional,15000000,hun,Eslovaquia,0.844,Point(20.0 49.0),5397036
http://www.wikidata.org/entity/Q9067,húngaro,1 nacional,15000000,hun,Eslovenia,0.88,Point(15.0 46.0),2066880
http://www.wikidata.org/entity/Q8798,ucraniano,1 nacional,34710100,ukr,Rumania,0.793,Point(25.0 46.0),19586539
http://www.wikidata.org/entity/Q9067,húngaro,1 nacional,15000000,hun,Rumania,0.793,Point(25.0 46.0),19586539
http://www.wikidata.org/entity/Q9129,griego,1 nacional,13156880,ell,Albania,0.764,Point(20.0 41.0),3020209
http://www.wikidata.org/entity/Q13263,uigur,2 provincial,10389840,uig,Albania,0.764,Point(20.0 41.0),3020209
http://www.wikidata.org/entity/Q9067,húngaro,1 nacional,15000000,hun,Croacia,0.831,Point(15.466667 45.25),4105493
http://www.wikidata.org/entity/Q9303,bosnio,1 nacional,3500000,bos,Bosnia y Herzegovina,0.733,Point(18.0 44.0),3507017
http://www.wikidata.org/entity/Q9252,kazajo,1 nacional,13161980,kaz,Azerbaiyán,0.751,Point(47.7 40.3),10127874
http://www.wikidata.org/entity/Q9129,griego,1 nacional,13156880,ell,Chipre,0.85,Point(33.0 35.0),1141166
http://www.wikidata.org/entity/Q9129,griego,1 nacional,13156880,ell,Georgia,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q8798,ucraniano,1 nacional,34710100,ukr,Kazajistán,0.8,Point(68.0 48.0),18276500
http://www.wikidata.org/entity/Q9129,griego,1 nacional,13156880,ell,Kazajistán,0.8,Point(68.0 48.0),18276500
http://www.wikidata.org/entity/Q9252,kazajo,1 nacional,13161980,kaz,Kazajistán,0.8,Point(68.0 48.0),18276500
http://www.wikidata.org/entity/Q9303,bosnio,1 nacional,3500000,bos,Montenegro,0.802,Point(19.216667 42.766667),622359
http://www.wikidata.org/entity/Q27683,achenés,6b amenazada,3500032,ace,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q33017,Batak Toba,6b amenazada,2000000,bbc,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q33070,balinés,5 en desarrollo,3300000,ban,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q33070,balinés,5 en desarrollo,4000000,ban,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q33151,banjar,3 amplia comunicación,3500000,bjn,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q9063,esloveno,1 nacional,2400000,slv,Sudáfrica,0.699,Point(24.0 -29.0),59622350
http://www.wikidata.org/entity/Q34014,suazi,1 nacional,2034200,ssw,Sudáfrica,0.699,Point(24.0 -29.0),59622350
http://www.wikidata.org/entity/Q33274,chaoui,6a vigorosa,2300000,shy,Argelia,0.754,Point(1.0 28.0),41318142
http://www.wikidata.org/entity/Q9058,eslovaco,1 nacional,6000000,slk,Serbia,0.771,Point(20.933333333 43.95),7022268
http://www.wikidata.org/entity/Q9063,esloveno,1 nacional,2400000,slv,Argentina,0.825,Point(-64.0 -34.0),44938712
http://www.wikidata.org/entity/Q9211,lao,1 nacional,5225552,lao,Camboya,0.582,Point(105.0 12.6),16005373
http://www.wikidata.org/entity/Q32730,dogri,4 educacional,2000000,dgo,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q33229,idioma bhili,5 en desarrollo,3310000,bhb,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q33459,Garhwali,5 en desarrollo,3000000,gbm,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q33492,Kurukh,5 en desarrollo,2000000,kru,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q33529,Kumaoni,5 en desarrollo,2300000,kfy,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q33823,nepalí,1 nacional,2926168,nep,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q34251,tulu,5 en desarrollo,2000000,tcy,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q34159,tok pisin,1 nacional,4000000,tpi,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q13356,mazandaraní,5 en desarrollo,3270000,mzn,Irán,0.798,Point(53.0 32.0),79966230
http://www.wikidata.org/entity/Q33202,Idioma brahui,5 en desarrollo,1800000,brh,Irán,0.798,Point(53.0 32.0),79966230
http://www.wikidata.org/entity/Q33657,gileki,4 educacional,3000000,glk,Irán,0.798,Point(53.0 32.0),79966230
http://www.wikidata.org/entity/Q9288,hebreo,1 nacional,3950000,heb,Israel,0.899,Point(35.0 31.0),9093000
http://www.wikidata.org/entity/Q9255,kirguís,1 nacional,4568480,kir,Kirguistán,0.672,Point(75.0 41.0),6201500
http://www.wikidata.org/entity/Q9211,lao,1 nacional,5225552,lao,Laos,0.601,Point(104.0 18.2),6858160
http://www.wikidata.org/entity/Q33823,nepalí,1 nacional,2926168,nep,Nepal,0.574,Point(84.0 28.0),30327877
http://www.wikidata.org/entity/Q33202,Idioma brahui,5 en desarrollo,1800000,brh,Pakistán,0.562,Point(71.0 30.0),216565318
http://www.wikidata.org/entity/Q9255,kirguís,1 nacional,4568480,kir,Tayikistán,0.65,Point(71.366667 38.583333),8921343
http://www.wikidata.org/entity/Q33202,Idioma brahui,5 en desarrollo,1800000,brh,Turkmenistán,0.706,Point(60.0 39.0),5850901
http://www.wikidata.org/entity/Q33202,Idioma brahui,5 en desarrollo,1800000,brh,Afganistán,0.498,Point(66.0 34.0),36643815
http://www.wikidata.org/entity/Q33398,Idioma hazara,5 en desarrollo,2221000,haz,Afganistán,0.498,Point(66.0 34.0),36643815
http://www.wikidata.org/entity/Q33492,Kurukh,5 en desarrollo,2000000,kru,Bangladés,0.632,Point(89.866667 24.016667),165775000
http://www.wikidata.org/entity/Q32706,diula,3 amplia comunicación,2700000,dyu,Malí,0.427,Point(-4.0 17.0),18541980
http://www.wikidata.org/entity/Q33243,bambara,4 educacional,2700000,bam,Malí,0.427,Point(-4.0 17.0),18541980
http://www.wikidata.org/entity/Q33823,nepalí,1 nacional,2926168,nep,Bután,0.612,Point(90.5 27.45),807610
http://www.wikidata.org/entity/Q33284,Bicolano central,3 amplia comunicación,2500000,bcl,Filipinas,0.699,Point(123.0 12.0),100981437
http://www.wikidata.org/entity/Q30005,ewé,3 amplia comunicación,3000000,ewe,Togo,0.503,Point(1.183333 8.25),7797694
http://www.wikidata.org/entity/Q33291,idioma fon,3 amplia comunicación,1935500,fon,Togo,0.503,Point(1.183333 8.25),7797694
http://www.wikidata.org/entity/Q33052,bemba,2 provincial,3600000,bem,Zambia,0.588,Point(28.0 -14.0),17094130
http://www.wikidata.org/entity/Q34138,Idioma tumbuka,4 educacional,2680000,tum,Zambia,0.588,Point(28.0 -14.0),17094130
http://www.wikidata.org/entity/Q33291,idioma fon,3 amplia comunicación,1935500,fon,Benín,0.515,Point(2.183333333 8.833333333),11175692
http://www.wikidata.org/entity/Q32706,diula,3 amplia comunicación,2700000,dyu,Burkina Faso,0.423,Point(-2.066667 12.266667),19193382
http://www.wikidata.org/entity/Q33052,bemba,2 provincial,3600000,bem,República Democrática del Congo,0.457,Point(23.656 -2.88),86790567
http://www.wikidata.org/entity/Q34257,wólof,4 educacional,3700000,wol,Gambia,0.46,Point(-15.5 13.5),2100568
http://www.wikidata.org/entity/Q32706,diula,3 amplia comunicación,2700000,dyu,Costa de Marfil,0.492,Point(-6.0 8.0),24294750
http://www.wikidata.org/entity/Q33243,bambara,4 educacional,2700000,bam,Costa de Marfil,0.492,Point(-6.0 8.0),24294750
http://www.wikidata.org/entity/Q34138,Idioma tumbuka,4 educacional,2680000,tum,Malaui,0.477,Point(34.0 -13.0),18622104
http://www.wikidata.org/entity/Q34014,suazi,1 nacional,2034200,ssw,Mozambique,0.437,Point(35.0 -19.0),29668834
http://www.wikidata.org/entity/Q13351,innu,6b amenazada,11000,moe,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q27692,Idioma dene suliné,6b amenazada,11130,chp,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q33060,Idioma siksiká,7 en transición,5000,bla,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q56590,atikamekw,5 en desarrollo,6160,atj,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q8765,aragonés,6b amenazada,10000,arg,España,0.876,Point(-3.5 40.2),46733038
http://www.wikidata.org/entity/Q21117,Yupik alaskeño central,6b amenazada,16900,esu,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q28427,carolinio,4 educacional,5700,cal,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q32979,idioma choctaw,6b amenazada,9200,cho,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33060,Idioma siksiká,7 en transición,5000,bla,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33388,cheroqui,8a moribunda,12300,chr,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33776,palauano,1 nacional,17000,pau,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q56421,hopi,6b amenazada,5264,hop,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q56421,hopi,6b amenazada,6780,hop,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33225,Finnish Sign Language,5 en desarrollo,15000,fse,Finlandia,0.883,Point(27.0 65.0),5501043
http://www.wikidata.org/entity/Q13358,meglenorrumano,6b amenazada,5000,ruq,Grecia,0.865,Point(23.0 38.5),10760421
http://www.wikidata.org/entity/Q13358,meglenorrumano,6b amenazada,5000,ruq,Turquía,0.82,Point(36.0 39.0),83614362
http://www.wikidata.org/entity/Q13330,mirandés,2 provincial,15000,mwl,Portugal,0.83,Point(-9.183333333 38.7),10295909
http://www.wikidata.org/entity/Q7495,arí,4 educacional,13300,aiw,Etiopía,0.463,Point(40.0 9.0),104957438
http://www.wikidata.org/entity/Q36013,Idioma mursi,5 en desarrollo,7500,muz,Etiopía,0.463,Point(40.0 9.0),104957438
http://www.wikidata.org/entity/Q56615,Baiso,6a vigorosa,5480,bsw,Etiopía,0.463,Point(40.0 9.0),104957438
http://www.wikidata.org/entity/Q56883,Arbore,6a vigorosa,7210,arv,Etiopía,0.463,Point(40.0 9.0),104957438
http://www.wikidata.org/entity/Q36432,safaliba,5 en desarrollo,9000,saf,Ghana,0.592,Point(-0.5 8.0),26908262
http://www.wikidata.org/entity/Q2603808,North Marquesan,7 en transición,6000,mrq,Francia,0.888,Point(2.0 47.0),66628000
http://www.wikidata.org/entity/Q27927,aini,6b amenazada,12000,aib,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q30004,Idioma evenki,7 en transición,15800,evn,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q32983,Bonan,6b amenazada,6000,peh,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q32983,Bonan,6b amenazada,10000,peh,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q33873,Idioma sarikoli,6b amenazada,16000,srh,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q34224,Western Yugur,8a moribunda,4600,ybe,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q27927,aini,6b amenazada,12000,aib,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q30004,Idioma evenki,7 en transición,15800,evn,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q32983,Bonan,6b amenazada,6000,peh,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q32983,Bonan,6b amenazada,10000,peh,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q33873,Idioma sarikoli,6b amenazada,16000,srh,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q34224,Western Yugur,8a moribunda,4600,ybe,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q34333,ñe'engatú,7 en transición,8000,yrl,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q56633,Idioma macushi,6b amenazada,9600,mbc,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q746723,Idioma mundurucú,6a vigorosa,7000,myu,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q3101212,Idioma mẽbêngôkre,5 en desarrollo,7100,txu,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q29960,even,7 en transición,5660,eve,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q30004,Idioma evenki,7 en transición,15800,evn,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33054,Idioma bezhta,5 en desarrollo,6000,kap,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33170,chucoto,6b amenazada,5100,ckt,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33563,janti,6b amenazada,9584,kca,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q34033,Idioma tsez,6b amenazada,12467,ddo,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q36860,Tindi,6b amenazada,6693,tin,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q36867,Idioma udí,5 en desarrollo,8000,udi,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56636,Karata,6b amenazada,6000,kpt,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q13248,alto sorabo,4 educacional,13300,hsb,Alemania,0.926,Point(10.0 51.0),83149300
http://www.wikidata.org/entity/Q28224,frisón septentrional,7 en transición,10000,frr,Alemania,0.926,Point(10.0 51.0),83149300
http://www.wikidata.org/entity/Q13358,meglenorrumano,6b amenazada,5000,ruq,Rumania,0.793,Point(25.0 46.0),19586539
http://www.wikidata.org/entity/Q13358,meglenorrumano,6b amenazada,5000,ruq,Macedonia del Norte,0.747,Point(21.716667 41.65),2075301
http://www.wikidata.org/entity/Q36867,Idioma udí,5 en desarrollo,8000,udi,Azerbaiyán,0.751,Point(47.7 40.3),10127874
http://www.wikidata.org/entity/Q33054,Idioma bezhta,5 en desarrollo,6000,kap,Georgia,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q34033,Idioma tsez,6b amenazada,12467,ddo,Georgia,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q36867,Idioma udí,5 en desarrollo,8000,udi,Georgia,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q3041711,Dusun Malang,6b amenazada,4500,duq,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3502030,Barakai,6a vigorosa,4450,baj,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3515594,Tarangan Barat,5 en desarrollo,7910,txn,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q6359001,Kamora,6a vigorosa,8000,kgq,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q6393217,Kepo',6b amenazada,6000,kuk,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3507211,Tugurt,7 en transición,8100,tjo,Argelia,0.754,Point(1.0 28.0),41318142
http://www.wikidata.org/entity/Q36746,rapanui,6b amenazada,5000,rap,Chile,0.832,Point(-71.0 -33.0),18054726
http://www.wikidata.org/entity/Q29525,auslan,5 en desarrollo,10100,asf,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q35138,quechua chachapoyano,4 educacional,7000,quk,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q2671988,Idioma shipibo,5 en desarrollo,8000,shp,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q1965222,Moloko,5 en desarrollo,8500,mlw,Chad,0.404,Point(19.4 15.466667),15477751
http://www.wikidata.org/entity/Q11059,sánscrito,4 educacional,14135,san,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q2877785,Babatana,5 en desarrollo,7070,baa,Islas Salomón,0.546,Point(159.816666666 -9.466666666),611343
http://www.wikidata.org/entity/Q2669188,Apma,6a vigorosa,7800,app,Vanuatu,0.603,Point(168.016669444 -16.633330555),276244
http://www.wikidata.org/entity/Q1068097,Idioma oksapmin,5 en desarrollo,8000,opm,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q3073568,Idioma abau,5 en desarrollo,7270,aau,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q3291159,Abadi,5 en desarrollo,4300,kbt,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q3450812,Yipma,5 en desarrollo,6600,byr,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q3542085,Tungag,5 en desarrollo,9500,lcm,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q33776,palauano,1 nacional,17000,pau,Palaos,0.798,Point(134.55 7.466667),21729
http://www.wikidata.org/entity/Q33464,Kosraean,2 provincial,8000,kos,Estados Federados de Micronesia,0.627,Point(158.183333333 6.916666666),105544
http://www.wikidata.org/entity/Q33295,fiyiano,4 educacional,10000,fij,Fiyi,0.741,Point(178.0 -18.0),905502
http://www.wikidata.org/entity/Q36754,Rotuman,6b amenazada,9000,rtm,Fiyi,0.741,Point(178.0 -18.0),905502
http://www.wikidata.org/entity/Q34333,ñe'engatú,7 en transición,8000,yrl,Venezuela,0.761,Point(-67.0 8.0),28515829
http://www.wikidata.org/entity/Q56633,Idioma macushi,6b amenazada,9600,mbc,Venezuela,0.761,Point(-67.0 8.0),28515829
http://www.wikidata.org/entity/Q56633,Idioma macushi,6b amenazada,9600,mbc,Guyana,0.654,Point(-59.316667 5.733333),777859
http://www.wikidata.org/entity/Q34333,ñe'engatú,7 en transición,8000,yrl,Colombia,0.747,Point(-74.0 4.0),49065615
http://www.wikidata.org/entity/Q3775037,Guaraní occidental boliviano,6a vigorosa,7000,gnw,Bolivia,0.693,Point(-64.991228611 -17.056869611),11051600
http://www.wikidata.org/entity/Q33030,Bashkardi,7 en transición,7030,bsg,Irán,0.798,Point(53.0 32.0),79966230
http://www.wikidata.org/entity/Q5529130,Gazi,7 en transición,7030,gzi,Irán,0.798,Point(53.0 32.0),79966230
http://www.wikidata.org/entity/Q56473,Lishán Didán,8a moribunda,4378,trg,Israel,0.899,Point(35.0 31.0),9093000
http://www.wikidata.org/entity/Q34179,Yidgha,6b amenazada,6150,ydg,Pakistán,0.562,Point(71.0 30.0),216565318
http://www.wikidata.org/entity/Q32689,Wasi-wari,6a vigorosa,8000,prn,Afganistán,0.498,Point(66.0 34.0),36643815
http://www.wikidata.org/entity/Q34992,criollo annobonense,6a vigorosa,5600,fab,Guinea Ecuatorial,0.591,Point(10.0 1.5),1267689
http://www.wikidata.org/entity/Q35288,pichinglis,3 amplia comunicación,6000,fpe,Guinea Ecuatorial,0.591,Point(10.0 1.5),1267689
http://www.wikidata.org/entity/Q35263,Duupa,5 en desarrollo,5000,dae,Camerún,0.556,Point(12.0 7.0),24053727
http://www.wikidata.org/entity/Q1965222,Moloko,5 en desarrollo,8500,mlw,Camerún,0.556,Point(12.0 7.0),24053727
http://www.wikidata.org/entity/Q56528,idioma sekele,6a vigorosa,5600,vaj,Namibia,0.647,Point(17.0 -23.0),2533794
http://www.wikidata.org/entity/Q7502,abanyom,6a vigorosa,12500,abm,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q35463,ghotou,6a vigorosa,9000,aaa,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q36753,Nyingwom,6a vigorosa,5000,kdx,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q56286,Diri,6a vigorosa,7200,dwa,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q1965222,Moloko,5 en desarrollo,8500,mlw,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q3440492,Piya,5 en desarrollo,5000,piy,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q680517,Idioma walser,6b amenazada,22780,wae,Austria,0.885,Point(14.0 48.0),8809212
http://www.wikidata.org/entity/Q3092293,Maonan,6b amenazada,30000,mmd,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q3092293,Maonan,6b amenazada,30000,mmd,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q1776032,mari de las colinas,6b amenazada,23062,mrj,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q1776032,mari de las colinas,6b amenazada,30000,mrj,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q1991779,Altai,2 provincial,55720,alt,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q1142333,Tobelo,5 en desarrollo,27720,tlb,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q1516651,Ngada,6a vigorosa,60000,nxg,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q2784033,Deyah,6a vigorosa,20000,dun,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3332062,Alor,6a vigorosa,25000,aol,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3450578,Bolango,6b amenazada,23000,bld,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3503403,Sula,6a vigorosa,20000,szn,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3512690,Taba,6b amenazada,20000,mky,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q6488691,Larantuka Malay,6b amenazada,20000,lrt,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q6899857,Moni,5 en desarrollo,20000,mnz,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q6899857,Moni,5 en desarrollo,30000,mnz,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q12473441,Balinese Malay,6b amenazada,25000,mhp,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3322112,Lengua de señas chilena,5 en desarrollo,21000,csg,Chile,0.832,Point(-71.0 -33.0),18054726
http://www.wikidata.org/entity/Q680517,Idioma walser,6b amenazada,22780,wae,Liechtenstein,0.908,Point(9.553889 47.145),37922
http://www.wikidata.org/entity/Q1526530,aguaruna,4 educacional,55300,agr,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q3503454,Nagamese Creole,3 amplia comunicación,30000,nag,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q7599417,Andaman Creole Hindi,6a vigorosa,20000,hca,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q65455884,Marwari (India),5 en desarrollo,25400,rwr,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q3304803,Mekeo,5 en desarrollo,19000,mek,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q3399642,Agarabi,6a vigorosa,27000,agd,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q8046690,Yagaria,5 en desarrollo,21000,ygr,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q3915785,Nguồn,6b amenazada,20000,nuo,Laos,0.601,Point(104.0 18.2),6858160
http://www.wikidata.org/entity/Q6298648,Jru',6a vigorosa,28000,lbo,Laos,0.601,Point(104.0 18.2),6858160
http://www.wikidata.org/entity/Q65455884,Marwari (India),5 en desarrollo,25400,rwr,Nepal,0.574,Point(84.0 28.0),30327877
http://www.wikidata.org/entity/Q2605045,Idioma kamkata-viri,6a vigorosa,24200,bsh,Pakistán,0.562,Point(71.0 30.0),216565318
http://www.wikidata.org/entity/Q1089151,Sri Lankan Creole Malay,6b amenazada,46000,sci,Sri Lanka,0.77,Point(81.0 7.0),21444000
http://www.wikidata.org/entity/Q716686,Seediq,4 educacional,20000,trv,República de China,0.911,Point(121.0 24.0),23593794
http://www.wikidata.org/entity/Q3915785,Nguồn,6b amenazada,20000,nuo,Vietnam,0.694,Point(108.0 16.0),94660000
http://www.wikidata.org/entity/Q2605045,Idioma kamkata-viri,6a vigorosa,24200,bsh,Afganistán,0.498,Point(66.0 34.0),36643815
http://www.wikidata.org/entity/Q1845148,Zemba,5 en desarrollo,22000,dhm,Angola,0.581,Point(17.35 -12.35),29784193
http://www.wikidata.org/entity/Q5288055,lengua doe,6a vigorosa,24000,doe,Tanzania,0.538,Point(34.854 -6.307),57310019
http://www.wikidata.org/entity/Q7821200,Idioma tongwe-bende,6b amenazada,31600,tny,Tanzania,0.538,Point(34.854 -6.307),57310019
http://www.wikidata.org/entity/Q8836490,Bende,6a vigorosa,27000,bdp,Tanzania,0.538,Point(34.854 -6.307),57310019
http://www.wikidata.org/entity/Q2820163,Abaknon,4 educacional,21400,abx,Filipinas,0.699,Point(123.0 12.0),100981437
http://www.wikidata.org/entity/Q3447440,Bwile,6b amenazada,24800,bwc,Zambia,0.588,Point(28.0 -14.0),17094130
http://www.wikidata.org/entity/Q1262143,Árabe Yuba,3 amplia comunicación,20000,pga,Sudán del Sur,0.388,Point(30.0 7.0),12575714
http://www.wikidata.org/entity/Q1192295,Juǀʼhoansi,4 educacional,33600,ktz,Botsuana,0.717,Point(23.7 -22.2),2291661
http://www.wikidata.org/entity/Q8053347,Yeyi,6b amenazada,24000,yey,Botsuana,0.717,Point(23.7 -22.2),2291661
http://www.wikidata.org/entity/Q3319155,Mwali Comorian,6a vigorosa,28700,wlc,Comoras,0.503,Point(44.44553 -12.23333),823652
http://www.wikidata.org/entity/Q788423,Amba,6b amenazada,40100,rwm,República Democrática del Congo,0.457,Point(23.656 -2.88),86790567
