,ISO,Name,Macroarea,Latitude_lang,Longitude_lang,Status_X_L,Status,num_speakers,cant_paises,Native_country,country_ISO,Latitude_country,Longitude_country,Coord_country_point,country_population,Family,Genus,WALS_ID,HDI,Nearest_languages
87,alh,Alawa,Australia,-15.1666666667,134.25,0.0,8b Nearly Extinct,12.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Mangarrayi-Maran,Alawa,alw,0.939,200
88,btz,Alas,Papunesia,3.66666666667,97.8333333333,0.0,6a Vigorous,195000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,Northwest Sumatra-Barrier Islands,alx,0.694,57
89,aly,Alyawarra,Australia,-22.5,135.0,0.0,5 Developing,1550.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Pama-Nyungan,Central Pama-Nyungan,aly,0.939,143
90,aie,Amara,Papunesia,-5.66666666667,148.5,0.0,6b Threatened,230.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,ama,0.555,316
91,abt,Ambulas,Papunesia,-3.83333333333,143.0,0.0,5 Developing,33000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Sepik,Ndu,amb,0.555,340
92,amc,Amahuaca,South America,-10.5,-72.5,0.0,7 Shifting,520.0,2,BR PE,"['BRA', 'PER']","[-14.0, -9.4]","[-53.0, -76.0]","['Point(-53.0 -14.0)', 'Point(-76.0 -9.4)']","[210147125.0, 29381884.0]",Panoan,Panoan,amc,"[0.754, 0.75]",130
93,adx,Amdo,Eurasia,35.0,100.0,0.0,6a Vigorous,810000.0,1,CN,CHN,[35.844722222],[103.451944444],Point(103.451944444 35.844722222),"[1409517397.0, 1443497378.0]",Sino-Tibetan,Bodic,amd,0.752,72
94,adx,Amdo (Themchen),Eurasia,35.0,100.0,0.0,6a Vigorous,810000.0,1,NP,CHN,[35.844722222],[103.451944444],Point(103.451944444 35.844722222),"[1409517397.0, 1443497378.0]",Sino-Tibetan,Bodic,amt,0.752,72
95,aey,Amele,Papunesia,-5.25,145.583333333,0.0,6b Threatened,5300.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Madang,ame,0.555,345
96,amh,Amharic,Africa,10.0,38.0,0.0,1 National,25000000.0,5,ET,"['ETH', 'ISR', 'ERI', 'SOM', 'SDN']","[9.0, 31.0, 15.483333, 6.0, 15.0]","[40.0, 35.0, 38.25, 47.0, 32.0]","['Point(40.0 9.0)', 'Point(35.0 31.0)', 'Point(38.25 15.483333)', 'Point(47.0 6.0)', 'Point(32.0 15.0)']","[104957438.0, 9093000.0, 3497000.0, 11031386.0, 40533330.0]",Afro-Asiatic,Semitic,amh,"[0.463, 0.899, 0.44, 0.502]",479
97,ami,Amis,Papunesia,23.3333333333,121.333333333,0.0,5 Developing,108000.0,1,TW,TWN,[24.0],[121.0],Point(121.0 24.0),23593794.0,Austronesian,East Formosan,ami,0.911,46
98,amr,Amarakaeri,South America,-12.5,-70.5,0.0,6b Threatened,500.0,1,PE,PER,[-9.4],[-76.0],Point(-76.0 -9.4),29381884.0,Harakmbet,Harakmbet,amk,0.75,86
99,omb,Ambae (Lolovoli Northeast),Papunesia,-15.4166666667,167.883333333,0.0,5 Developing,5000.0,1,VU,VUT,[-16.633330555],[168.016669444],Point(168.016669444 -16.633330555),276244.0,Austronesian,Oceanic,aml,0.603,66
100,amm,Ama,Papunesia,-4.21666666667,141.616666667,0.0,5 Developing,490.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Left May,Left May,amm,0.555,351
101,amn,Amanab,Papunesia,-3.58333333333,141.25,0.0,5 Developing,4420.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Border,Border,amn,0.555,348
102,amo,Amo,Africa,10.3333333333,8.66666666667,0.0,6a Vigorous,12300.0,1,NG,NGA,[9.0],[8.0],Point(8.0 9.0),190886311.0,Niger-Congo,Kainji,amo,0.532,226
103,aer,Arrernte (Mparntwe),Australia,-24.0,136.0,0.0,4 Educational,1910.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Pama-Nyungan,Central Pama-Nyungan,amp,0.939,109
104,amk,Ambai,Papunesia,-1.83333333333,136.5,0.0,6b Threatened,10100.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,South Halmahera - West New Guinea,amq,0.694,326
105,ary,Arabic (Moroccan),Africa,34.0,-6.0,0.0,3 Wider Communication,30000000.0,3,MA,"['DZA', 'MAR', 'ESH']","[28.0, 32.0, 25.0]","[1.0, -6.0, -13.0]","['Point(1.0 28.0)', 'Point(-6.0 32.0)', 'Point(-13.0 25.0)']","[41318142.0, 36029138.0, 582000.0]",Afro-Asiatic,Semitic,amr,"[0.754, 0.667]",98
106,arb,Arabic (Modern Standard),Eurasia,25.0,42.0,0.0,1 National,273989700.0,26,KW SO SY OM QA EG TN MA LY KM JO LB ER YE SA IQ PS DZ AE BH SD IL,"['EGY', 'DZA', 'BHR', 'TCD', 'IRQ', 'ISR', 'YEM', 'JOR', 'KWT', 'LBN', 'OMN', 'QAT', 'SAU', 'SYR', 'ARE', 'TUN', 'COM', 'DJI', 'ERI', 'LBY', 'MRT', 'MAR', 'SOM', 'SDN', 'ESH', 'PSE']","[27.0, 28.0, 26.0675, 15.466667, 33.0, 31.0, 15.5, 31.2, 29.166667, 33.833333, 21.0, 25.269535, 23.716667, 35.216667, 24.4, 34.0, -12.23333, 11.8, 15.483333, 27.0, 21.0, 32.0, 6.0, 15.0, 25.0, 32.0]","[29.0, 1.0, 50.551111, 19.4, 43.0, 35.0, 48.0, 36.5, 47.6, 35.766667, 57.0, 51.212767, 44.116667, 38.583333, 54.3, 10.0, 44.44553, 42.433333, 38.25, 17.0, -11.0, -6.0, 47.0, 32.0, -13.0, 35.25]","['Point(29.0 27.0)', 'Point(1.0 28.0)', 'Point(50.551111 26.0675)', 'Point(19.4 15.466667)', 'Point(43.0 33.0)', 'Point(35.0 31.0)', 'Point(48.0 15.5)', 'Point(36.5 31.2)', 'Point(47.6 29.166667)', 'Point(35.766667 33.833333)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(38.583333 35.216667)', 'Point(54.3 24.4)', 'Point(10.0 34.0)', 'Point(44.44553 -12.23333)', 'Point(42.433333 11.8)', 'Point(38.25 15.483333)', 'Point(17.0 27.0)', 'Point(-11.0 21.0)', 'Point(-6.0 32.0)', 'Point(47.0 6.0)', 'Point(32.0 15.0)', 'Point(-13.0 25.0)', 'Point(35.25 32.0)']","[94798827.0, 41318142.0, 1492584.0, 15477751.0, 38274618.0, 9093000.0, 28250420.0, 10428241.0, 4600000.0, 6100075.0, 4829480.0, 2639211.0, 33000000.0, 18499181.0, 9400145.0, 11565204.0, 823652.0, 956985.0, 3497000.0, 6678567.0, 4420184.0, 36029138.0, 11031386.0, 40533330.0, 582000.0, 5227193.0]",Afro-Asiatic,Semitic,ams,"[0.696, 0.754, 0.824, 0.404, 0.685, 0.899, 0.452, 0.748, 0.803, 0.757, 0.821, 0.856, 0.853, 0.536, 0.863, 0.735, 0.503, 0.476, 0.44, 0.706, 0.52, 0.667, 0.502, 0.686]",1358
107,ame,Amuesha,South America,-10.5,-75.4166666667,0.0,5 Developing,7520.0,1,PE,PER,[-9.4],[-76.0],Point(-76.0 -9.4),29381884.0,Arawakan,Yanesha',amu,0.75,76
108,imi,Anamuxra,Papunesia,-4.66666666667,145.0,0.0,6a Vigorous,1960.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Madang,amx,0.555,341
109,amu,Amuzgo,North America,16.8333333333,-98.0,0.0,5 Developing,45900.0,1,MX,MEX,[23.0],[-102.0],Point(-102.0 23.0),124777324.0,Oto-Manguean,Amuzgoan,amz,0.756,152
110,aro,Araona,South America,-12.3333333333,-67.75,0.0,6b Threatened,81.0,1,BO,BOL,[-17.056869611],[-64.991228611],Point(-64.991228611 -17.056869611),11051600.0,Tacanan,Tacanan,ana,0.693,88
111,anc,Angas,Africa,9.5,9.5,0.0,6a Vigorous,400000.0,1,NG,NGA,[9.0],[8.0],Point(8.0 9.0),190886311.0,Afro-Asiatic,West Chadic,anc,0.532,236
112,anz,Anêm,Papunesia,-5.58333333333,149.083333333,0.0,5 Developing,800.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,,,ane,0.555,314
113,agg,Anggor,Papunesia,-3.75,141.166666667,0.0,6b Threatened,1500.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Senagi,Senagi,ang,0.555,351
114,hnh,//Ani,Africa,-18.9166666667,21.9166666667,0.0,6b Threatened,1000.0,1,BW,BWA,[-22.2],[23.7],Point(23.7 -22.2),2291661.0,Khoe-Kwadi,Khoe-Kwadi,ani,0.717,31
115,aty,Anejom,Papunesia,-20.2,169.8,0.0,5 Developing,900.0,1,VU,VUT,[-16.633330555],[168.016669444],Point(168.016669444 -16.633330555),276244.0,Austronesian,Oceanic,anj,0.603,54
116,aoi,Anindilyakwa,Australia,-14.0,136.5,0.0,6a Vigorous,1283.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Gunwinyguan,Anindilyakwa,ann,0.939,273
117,nun,Anong,Eurasia,27.3333333333,98.75,0.0,8a Moribund,450.0,1,CN MM,MMR,[22.0],[96.0],Point(96.0 22.0),53370609.0,Sino-Tibetan,Nungish,ano,0.578,75
118,agm,Angaataha,Papunesia,-7.21666666667,146.25,0.0,5 Developing,2500.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Angan,ant,0.555,335
119,cko,Anufo,Africa,10.0833333333,0.25,0.0,5 Developing,177200.0,3,TG BJ GH,"['GHA', 'TGO', 'BEN']","[8.0, 8.25, 8.833333333]","[-0.5, 1.183333, 2.183333333]","['Point(-0.5 8.0)', 'Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']","[26908262.0, 7797694.0, 11175692.0]",Niger-Congo,Kwa,anu,"[0.592, 0.503, 0.515]",481
120,ani,Andi,Eurasia,42.75,46.25,0.0,6b Threatened,20000.0,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Nakh-Daghestanian,Avar-Andic-Tsezic,anx,0.816,62
121,anu,Anywa,Africa,8.0,33.5,0.0,5 Developing,140000.0,2,ET SS,"['ETH', 'SSD']","[9.0, 7.0]","[40.0, 30.0]","['Point(40.0 9.0)', 'Point(30.0 7.0)']","[104957438.0, 12575714.0]",Eastern Sudanic,Nilotic,any,"[0.463, 0.388]",288
122,njo,Ao,Eurasia,26.5833333333,94.6666666667,0.0,4 Educational,261000.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Sino-Tibetan,Kuki-Chin,ao,0.64,83
123,aoj,Mufian,Papunesia,-3.5,143.0,0.0,5 Developing,11000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Torricelli,Kombio-Arapesh,aoj,0.555,336
124,ajp,Arabic (Palestinian),Eurasia,32.0,35.25,0.0,3 Wider Communication,12442900.0,3,PS,"['ISR', 'JOR', 'PSE']","[31.0, 31.2, 32.0]","[35.0, 36.5, 35.25]","['Point(35.0 31.0)', 'Point(36.5 31.2)', 'Point(35.25 32.0)']","[9093000.0, 10428241.0, 5227193.0]",Afro-Asiatic,Semitic,apa,"[0.899, 0.748, 0.686]",136
125,ajp,Arabic (Negev),Eurasia,32.0,35.25,0.0,3 Wider Communication,12442900.0,3,IL,"['ISR', 'JOR', 'PSE']","[31.0, 31.2, 32.0]","[35.0, 36.5, 35.25]","['Point(35.0 31.0)', 'Point(36.5 31.2)', 'Point(35.25 32.0)']","[9093000.0, 10428241.0, 5227193.0]",Afro-Asiatic,Semitic,arv,"[0.899, 0.748, 0.686]",136
126,apm,Apache (Chiricahua),North America,33.25,-108.0,0.0,8a Moribund,3000.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Na-Dene,Athapaskan,apc,0.92,65
127,apz,Ampeeli,Papunesia,-6.75,146.083333333,0.0,5 Developing,2390.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Angan,ape,0.555,335
128,apn,Apinayé,South America,-5.5,-48.0,0.0,5 Developing,1500.0,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Macro-Ge,Ge-Kaingang,api,0.754,22
129,apj,Apache (Jicarilla),North America,36.5833333333,-104.0,0.0,7 Shifting,510.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Na-Dene,Athapaskan,apj,0.92,55
130,apq,A-Pucikwar,Eurasia,12.1666666667,92.8333333333,1.0,10 Extinct,0.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Great Andamanese,Great Andamanese,apk,0.64,67
131,apq,Great Andamanese,Eurasia,12.1666666667,92.8333333333,1.0,10 Extinct,0.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,,,gan,0.64,67
132,apy,Apalaí,South America,0.0,-54.0,0.0,5 Developing,450.0,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Cariban,Cariban,apl,0.754,21
133,apt,Apatani,Eurasia,27.5,93.75,0.0,6b Threatened,44800.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Sino-Tibetan,Tani,apt,0.64,92
134,apu,Apurinã,South America,-9.0,-67.0,0.0,6b Threatened,2000.0,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Arawakan,Purus,apu,0.754,94
135,apw,Apache (Western),North America,33.75,-110.0,0.0,6b Threatened,14000.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Na-Dene,Athapaskan,apw,0.92,65
136,arw,Arawak,South America,5.5,-55.1666666667,0.0,8a Moribund,2500.0,5,SR,"['FRA', 'VEN', 'SUR', 'GUY', 'GUF']","[47.0, 8.0, 4.0, 5.733333, 3.99886]","[2.0, -67.0, -56.0, -59.316667, -52.99994]","['Point(2.0 47.0)', 'Point(-67.0 8.0)', 'Point(-56.0 4.0)', 'Point(-59.316667 5.733333)', 'Point(-52.99994 3.99886)']","[66628000.0, 28515829.0, 563402.0, 777859.0, 276128.0]",Arawakan,Caribbean Arawakan,ara,"[0.888, 0.761, 0.72, 0.654]",214
137,arl,Arabela,South America,-2.0,-75.1666666667,0.0,8a Moribund,50.0,1,PE,PER,[-9.4],[-76.0],Point(-76.0 -9.4),29381884.0,Zaparoan,Zaparoan,arb,0.75,90
138,aqc,Archi,Eurasia,42.0,46.8333333333,0.0,6b Threatened,970.0,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Nakh-Daghestanian,Lezgic,arc,0.816,59
139,jbj,Arandai,Papunesia,-2.08333333333,133.0,0.0,6b Threatened,1000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,South Bird's Head,South Bird's Head Proper,ard,0.694,233
140,afb,Arabic (Gulf),Eurasia,26.0,49.0,0.0,3 Wider Communication,10515400.0,7,KW OM QA IR SA IQ BH,"['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']","[29.166667, 21.0, 25.269535, 23.716667, 24.4, 32.0, 33.0]","[47.6, 57.0, 51.212767, 44.116667, 54.3, 53.0, 43.0]","['Point(47.6 29.166667)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(54.3 24.4)', 'Point(53.0 32.0)', 'Point(43.0 33.0)']","[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]",Afro-Asiatic,Semitic,arg,"[0.803, 0.821, 0.856, 0.853, 0.863, 0.798, 0.685]",188
141,afb,Arabic (Kuwaiti),Eurasia,26.0,49.0,0.0,3 Wider Communication,10515400.0,7,KW,"['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']","[29.166667, 21.0, 25.269535, 23.716667, 24.4, 32.0, 33.0]","[47.6, 57.0, 51.212767, 44.116667, 54.3, 53.0, 43.0]","['Point(47.6 29.166667)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(54.3 24.4)', 'Point(53.0 32.0)', 'Point(43.0 33.0)']","[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]",Afro-Asiatic,Semitic,arj,"[0.803, 0.821, 0.856, 0.853, 0.863, 0.798, 0.685]",188
142,acw,Arabic (Hijazi),Eurasia,26.0,38.0,0.0,6a Vigorous,6031700.0,1,SA,SAU,[23.716667],[44.116667],Point(44.116667 23.716667),33000000.0,Afro-Asiatic,Semitic,arh,0.853,44
143,laz,Aribwatsa,Papunesia,-6.71666666667,147.0,1.0,10 Extinct,0.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,ari,0.555,326
144,akr,Araki,Papunesia,-15.6666666667,166.916666667,0.0,8b Nearly Extinct,8.0,1,VU,VUT,[-16.633330555],[168.016669444],Point(168.016669444 -16.633330555),276244.0,Austronesian,Oceanic,ark,0.603,64
145,hye,Armenian (Eastern),Eurasia,40.0,45.0,0.0,1 National,6700000.0,16,AM,"['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']","[39.828175, 38.5, -32.733333333, 47.0, 66.416666666, 51.0, 40.3, 35.0, 42.016669444, 35.883333333, 40.383333, -28.0, -34.0, 32.0, 33.833333, 35.216667, 39.866666666]","[-98.5795, 23.0, -56.65, 2.0, 94.25, 10.0, 47.7, 33.0, 43.733330555, 14.5, 44.95, 137.0, -64.0, 53.0, 35.766667, 38.583333, 46.716666666]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']","[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]",Indo-European,Armenian,arm,"[0.92, 0.865, 0.804, 0.888, 0.816, 0.926, 0.751, 0.85, 0.754, 0.839, 0.743, 0.939, 0.825, 0.798, 0.757, 0.536]",881
146,hye,Armenian (Western),Eurasia,40.0,45.0,0.0,1 National,6700000.0,16,TR,"['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']","[39.828175, 38.5, -32.733333333, 47.0, 66.416666666, 51.0, 40.3, 35.0, 42.016669444, 35.883333333, 40.383333, -28.0, -34.0, 32.0, 33.833333, 35.216667, 39.866666666]","[-98.5795, 23.0, -56.65, 2.0, 94.25, 10.0, 47.7, 33.0, 43.733330555, 14.5, 44.95, 137.0, -64.0, 53.0, 35.766667, 38.583333, 46.716666666]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']","[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]",Indo-European,Armenian,arw,"[0.92, 0.865, 0.804, 0.888, 0.816, 0.926, 0.751, 0.85, 0.754, 0.839, 0.743, 0.939, 0.825, 0.798, 0.757, 0.536]",881
147,hye,Armenian (Iranian),Eurasia,40.0,45.0,0.0,1 National,6700000.0,16,IR,"['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']","[39.828175, 38.5, -32.733333333, 47.0, 66.416666666, 51.0, 40.3, 35.0, 42.016669444, 35.883333333, 40.383333, -28.0, -34.0, 32.0, 33.833333, 35.216667, 39.866666666]","[-98.5795, 23.0, -56.65, 2.0, 94.25, 10.0, 47.7, 33.0, 43.733330555, 14.5, 44.95, 137.0, -64.0, 53.0, 35.766667, 38.583333, 46.716666666]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']","[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]",Indo-European,Armenian,arz,"[0.92, 0.865, 0.804, 0.888, 0.816, 0.926, 0.751, 0.85, 0.754, 0.839, 0.743, 0.939, 0.825, 0.798, 0.757, 0.536]",881
148,aia,Arosi,Papunesia,-10.25,161.333333333,0.0,5 Developing,6750.0,1,SB,SLB,[-9.466666666],[159.816666666],Point(159.816666666 -9.466666666),611343.0,Austronesian,Oceanic,aro,0.546,85
149,ape,Arapesh (Mountain),Papunesia,-3.46666666667,143.166666667,0.0,7 Shifting,16200.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Torricelli,Kombio-Arapesh,arp,0.555,337
150,acm,Arabic (Iraqi),Eurasia,33.0,44.0,0.0,3 Wider Communication,18774400.0,3,IQ,"['IRN', 'IRQ', 'SYR']","[32.0, 33.0, 35.216667]","[53.0, 43.0, 38.583333]","['Point(53.0 32.0)', 'Point(43.0 33.0)', 'Point(38.583333 35.216667)']","[79966230.0, 38274618.0, 18499181.0]",Afro-Asiatic,Semitic,arq,"[0.798, 0.685, 0.536]",141
151,ayn,Arabic (San'ani),Eurasia,16.0,44.0,0.0,6a Vigorous,12164000.0,1,YE,YEM,[15.5],[48.0],Point(48.0 15.5),28250420.0,Afro-Asiatic,Semitic,ars,0.452,68
152,alu,'Are'are,Papunesia,-9.25,161.166666667,0.0,5 Developing,17900.0,1,SB,SLB,[-9.466666666],[159.816666666],Point(159.816666666 -9.466666666),611343.0,Austronesian,Oceanic,arx,0.546,81
153,tml,Asmat,Papunesia,-5.5,138.5,0.0,6a Vigorous,290.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Trans-New Guinea,Asmat-Kamoro,asm,0.694,368
154,alt,Altai (Southern),Eurasia,51.0,87.0,0.0,2 Provincial,55720.0,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Altaic,Turkic,aso,0.816,46
155,asm,Assamese,Eurasia,26.0,93.0,0.0,2 Provincial,17000000.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Indo-European,Indic,ass,0.64,94
156,ast,Asturian,Eurasia,43.25,-6.0,0.0,6b Threatened,450000.0,2,ES,"['ESP', 'PRT']","[40.2, 38.7]","[-3.5, -9.183333333]","['Point(-3.5 40.2)', 'Point(-9.183333333 38.7)']","[46733038.0, 10295909.0]",Indo-European,Romance,ast,"[0.876, 0.83]",79
157,asu,Asuriní,South America,-3.5,-49.5,0.0,7 Shifting,380.0,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Tupian,Tupi-Guaraní,asu,0.754,24
158,tay,Atayal,Papunesia,24.5,121.333333333,0.0,5 Developing,80000.0,1,TW,TWN,[24.0],[121.0],Point(121.0 24.0),23593794.0,Austronesian,Atayalic,ata,0.911,47
159,atq,Aralle-Tabulahan,Papunesia,-2.75,119.25,0.0,5 Developing,12000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,South Sulawesi,atb,0.694,122
160,upv,Atchin,Papunesia,-16.0,167.333333333,0.0,5 Developing,1380.0,1,VU,VUT,[-16.633330555],[168.016669444],Point(168.016669444 -16.633330555),276244.0,Austronesian,Oceanic,atc,0.603,65
161,aph,Athpare,Eurasia,27.0,87.3333333333,0.0,6b Threatened,5530.0,1,NP,NPL,[28.0],[84.0],Point(84.0 28.0),30327877.0,Sino-Tibetan,Mahakiranti,ath,0.574,105
162,atj,Atikamekw,North America,48.0,-74.0,0.0,5 Developing,6160.0,1,CA,CAN,[56.0],[-109.0],Point(-109.0 56.0),37894799.0,Algic,Algonquian,ati,0.926,24
163,aqp,Atakapa,North America,30.0,-93.5,,,0.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,,,atk,0.92,58
164,kuz,Atacameño,South America,-23.0,-69.0,0.0,9 Dormant,0.0,1,CL BO AR,CHL,[-33.0],[-71.0],Point(-71.0 -33.0),18054726.0,Kunza,Kunza,atm,0.832,39
165,ems,Alutiiq,North America,57.0,-157.0,0.0,8a Moribund,450.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Eskimo-Aleut,Eskimo,atq,0.92,9
166,atw,Atsugewi,North America,40.75,-121.0,0.0,9 Dormant,0.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Hokan,Palaihnihan,ats,0.92,108
167,aeb,Arabic (Tunisian),Africa,36.75,10.25,0.0,3 Wider Communication,11200000.0,1,TN,TUN,[34.0],[10.0],Point(10.0 34.0),11565204.0,Afro-Asiatic,Semitic,atu,0.735,75
168,avt,Au,Papunesia,-3.58333333333,142.083333333,0.0,5 Developing,8000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Torricelli,Wapei-Palei,au,0.555,340
169,aul,Aulua,Papunesia,-16.3333333333,167.666666667,0.0,6a Vigorous,750.0,1,VU,VUT,[-16.633330555],[168.016669444],Point(168.016669444 -16.633330555),276244.0,Austronesian,Oceanic,aul,0.603,64
170,asf,Auslan,Australia,-30.0,145.0,0.0,5 Developing,10100.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,other,Sign Languages,aus,0.939,61
171,auy,Auyana,Papunesia,-6.5,145.75,0.0,5 Developing,11100.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Eastern Highlands,auy,0.555,333
